,SEID,EpisodeNo,Season,PosTotal,NegTotal,CompTotal,LineCountTotal,WordCountTotal,PosJerry,NegJerry,CompJerry,LineCountJerry,WordCountJerry,PosGeorge,NegGeorge,CompGeorge,LineCountGeorge,WordCountGeorge,PosKramer,NegKramer,CompKramer,LineCountKramer,WordCountKramer,PosElaine,NegElaine,CompElaine,LineCountElaine,WordCountElaine,PosSecond,NegSecond,CompSecond,LineCountSecond,WordCountSecond,PosOther,NegOther,CompOther,LineCountOther,WordCountOther
0,S01E01,1.0,1.0,0.10781601336979636,0.16043005165603158,0.06344667274384681,557,6582,0.11324987186058431,0.23342501281394157,0.06371655561250641,250,3902,0.09275232198142418,0.07033353973168217,0.03946336429308566,98.0,969.0,0.039038461538461536,-0.1549423076923077,0.14296153846153847,7.0,52.0,0.09564304461942258,-0.012478215223097118,0.09303149606299213,53.0,381.0,0.12515590200445434,0.1078269487750557,0.06899331848552338,59.0,449.0,0.10036429433051872,0.04990337756332934,0.06862123039806997,90,829
1,S01E02,2.0,1.0,0.10030079559363528,-0.0040033659730722305,0.06807680538555688,280,3268,0.07914690721649484,-0.13401952319587623,0.07306314432989691,110,1552,0.11868860353130016,-0.013624077046548937,0.08408667736757627,68.0,623.0,0.13462248995983933,0.23474216867469877,0.050634538152610445,18.0,249.0,0.12304736842105263,0.1629126315789474,0.04973859649122807,57.0,570.0,,,,,,0.09980291970802918,0.19011715328467155,0.057430656934306566,27,274
2,S01E03,3.0,1.0,0.09590402843601899,0.11819191350710899,0.06929413507109006,241,3376,0.10004416961130738,0.1813425206124853,0.07081272084805652,102,1698,0.061641627543035996,0.016521439749608763,0.0678810641627543,51.0,639.0,0.11816724738675959,0.09393066202090593,0.07016376306620209,24.0,287.0,0.07671171171171172,-0.12634279279279279,0.12655855855855855,19.0,222.0,,,,,,0.11993207547169811,0.15401716981132074,0.04167547169811321,45,530
3,S01E04,4.0,1.0,0.09059261519682638,-0.013446689044858112,0.06796399145559961,230,3277,0.11420578034682083,0.003124508670520223,0.06493872832369942,102,1730,0.04589209726443769,-0.14924270516717322,0.07653343465045592,44.0,658.0,0.06416101694915254,0.10757838983050848,0.04484745762711865,18.0,236.0,0.071208,0.022277066666666664,0.09261333333333334,29.0,375.0,,,,,,0.09803597122302157,0.05391762589928057,0.052881294964028776,37,278
4,S02E01,1.0,2.0,0.10358352668213457,0.0786730568445476,0.08395968677494203,245,3448,0.1065500318674315,0.14683346080305926,0.08296494582536647,107,1569,0.09709213483146066,-0.0624001123595506,0.09470898876404496,55.0,890.0,0.15138823529411766,0.11800980392156862,0.07245098039215687,37.0,255.0,0.0718655097613883,0.06605661605206074,0.09168980477223429,23.0,461.0,,,,,,0.1166043956043956,0.1314084249084249,0.052329670329670334,23,273
5,S02E02,2.0,2.0,0.08983943661971833,-0.01957593114241003,0.08409859154929578,250,3195,0.08494798890429958,-0.037840499306518706,0.0732371705963939,90,1442,0.05862551440329219,-0.3638465020576132,0.14336625514403292,12.0,243.0,0.09460550458715596,0.06748944954128444,0.08545871559633028,23.0,218.0,0.0779404761904762,-0.08897916666666668,0.09674404761904762,31.0,336.0,0.11426269702276705,0.15891033274956212,0.06426795096322242,67.0,571.0,0.09932467532467533,0.012680779220779178,0.10497662337662339,27,385
6,S02E03,3.0,2.0,0.09282439024390245,-0.049544599303135886,0.08163972125435541,261,2870,0.07611468812877263,-0.2328130784708249,0.10854728370221327,97,994,0.08076326002587321,-0.19621772315653294,0.08622250970245794,53.0,773.0,0.12475000000000001,0.172663,0.01982,35.0,300.0,0.09438818565400843,0.304976582278481,0.07119831223628692,33.0,474.0,,,,,,0.1402826747720365,0.1353851063829787,0.06099088145896656,43,329
7,S02E04,4.0,2.0,0.12009931199521387,0.15735115166018543,0.06893927609931198,264,3343,0.10910593607305936,0.14656931506849316,0.06273698630136987,92,1095,0.10512719891745603,0.12314580514208388,0.08796481732070363,89.0,1478.0,0.07831304347826087,0.4439052173913044,0.011382608695652175,9.0,115.0,0.11979365079365079,0.1906132275132275,0.024634920634920638,15.0,189.0,,,,,,0.20385407725321888,0.20696781115879834,0.05534334763948498,59,466
8,S02E05,5.0,2.0,0.11000058428279284,0.16779588080631022,0.06926555652936021,281,3423,0.10241725692208628,0.21165962652929818,0.07416934964584675,102,1553,0.08578935698447894,0.02445720620842573,0.08585365853658536,43.0,451.0,0.133777027027027,0.199147972972973,0.05550675675675676,29.0,296.0,0.10732737030411447,0.15886332737030415,0.0642504472271914,51.0,559.0,,,,,,0.14041312056737587,0.154034219858156,0.054689716312056734,56,564
9,S02E06,6.0,2.0,0.12199417535254442,0.12719960147148987,0.07966983445738814,292,3262,0.11814416961130743,0.24727413427561834,0.057296819787985856,87,1415,0.10448837209302324,-0.12804132379248656,0.1285438282647585,56.0,559.0,0.15023529411764705,-0.049652205882352946,0.13685661764705884,30.0,272.0,0.10749382716049384,0.1227398148148148,0.06297839506172839,41.0,324.0,,,,,,0.13969653179190752,0.15945809248554915,0.07127456647398843,78,692
10,S02E07,7.0,2.0,0.12026176075268817,0.11035127688172049,0.07259139784946236,271,2976,0.10754450757575758,0.0874690340909091,0.055086174242424235,83,1056,0.14464599483204135,0.19497015503875972,0.06367571059431525,83.0,774.0,0.09029765886287626,-0.21197792642140464,0.10502006688963211,32.0,299.0,0.14458032786885247,0.19320622950819671,0.11327868852459015,22.0,305.0,0.0,0.0,0.0,3.0,12.0,0.11562264150943397,0.1690277358490566,0.08042452830188679,48,530
11,S02E08,8.0,2.0,0.11778173794976238,0.10081551255940256,0.06770638153428378,224,2946,0.1261139122315593,0.012026423902894469,0.07916059757236228,60,1071,0.11047696879643387,0.07848603268945022,0.05832392273402675,59.0,673.0,0.09401986754966887,0.14609735099337745,0.055241721854304635,18.0,302.0,0.0614264705882353,0.00664607843137256,0.08458823529411764,18.0,204.0,,,,,,0.13885201149425286,0.26698836206896553,0.059613505747126434,69,696
12,S02E09,9.0,2.0,0.12181631005248285,0.06215155429955588,0.07037424303593055,294,2477,0.11147068965517234,0.016090948275862074,0.09024568965517239,134,1160,0.10454868624420402,-0.014985471406491495,0.07664451313755796,52.0,647.0,0.17634857142857144,0.37574685714285716,0.007862857142857142,19.0,175.0,0.15251515151515152,0.1667897435897436,0.03791841491841492,82.0,429.0,,,,,,0.12878787878787878,0.11622727272727272,0.03636363636363636,7,66
13,S02E10,10.0,2.0,0.08037629810629202,-0.0670281307269396,0.08404092852779475,233,3274,0.08189857369255152,-0.06017480190174328,0.07149524564183837,75,1262,0.09156421356421357,-0.10244978354978354,0.10318903318903318,43.0,693.0,0.08615340909090909,0.005182954545454572,0.07550189393939394,29.0,528.0,0.07880141843971633,0.014641371158392437,0.07728841607565012,40.0,423.0,,,,,,0.04760869565217391,-0.22130896739130435,0.11101902173913043,46,368
14,S02E11,11.0,2.0,0.09479725334297072,0.1115641127574991,0.06067040115648717,239,2767,0.08470731707317074,0.1226165650406504,0.04855386178861789,75,984,0.08789617486338798,0.1057010928961749,0.06798360655737705,48.0,732.0,,,,,,0.08923728813559323,0.0985878274268105,0.07010323574730354,60.0,649.0,,,,,,0.14103731343283582,0.11613557213930349,0.06178358208955224,56,402
15,S02E12,12.0,2.0,0.06812984195847537,-0.014966160520607376,0.0686461109389526,223,3227,0.056313834726091,-0.08729805013927575,0.0764401114206128,57,1077,0.09972873900293253,0.17832258064516127,0.053021994134897374,49.0,682.0,0.057204419889502756,-0.08298121546961325,0.06291160220994475,23.0,181.0,0.05342431761786599,-0.20347171215880894,0.075272952853598,50.0,806.0,,,,,,0.07853638253638254,0.21439916839916837,0.0644012474012474,44,481
16,S03E01,1.0,3.0,0.10117897538256818,0.09020901530272794,0.06766034597471723,335,3006,0.10601242236024848,0.058110403726708094,0.07758850931677018,108,1288,0.08468787878787877,0.03977757575757576,0.0667030303030303,91.0,660.0,0.12411746987951808,0.36534367469879514,0.038771084337349396,24.0,332.0,0.055408,-0.056318400000000005,0.07726800000000002,45.0,250.0,,,,,,0.11900630252100841,0.13204705882352946,0.057226890756302516,67,476
17,S03E02,2.0,3.0,0.13110170104958377,0.22808906985161057,0.07426673905175535,261,2763,0.1350752688172043,0.3420585607940446,0.0719511993382961,78,1209,0.12489080459770113,0.14219727011494257,0.09992241379310343,68.0,696.0,0.15947389558232933,0.13184658634538152,0.06764257028112448,32.0,249.0,0.11169732937685459,0.11349732937685458,0.05365875370919881,52.0,337.0,,,,,,0.12740073529411763,0.1713735294117647,0.05050735294117647,31,272
18,S03E03,3.0,3.0,0.0829872663234896,0.07450062313736114,0.04957409916011921,391,3691,0.08794587843463782,0.11892689425478767,0.039839300582847625,107,1201,,,,,,,,,,,0.09257534246575343,0.06882328767123287,0.03763356164383561,41.0,292.0,0.07140111642743222,0.021811084529505607,0.060028708133971286,148.0,1254.0,0.08910381355932204,0.0897278601694915,0.05176483050847459,95,944
19,S03E04,4.0,3.0,0.09525349162011175,0.04379710195530727,0.06710370111731845,261,2864,0.07379442231075697,-0.05450063745019921,0.08758964143426294,93,1255,0.11385344827586209,0.009700000000000007,0.07228735632183908,53.0,348.0,0.11140392156862744,0.18364039215686276,0.053219607843137264,21.0,255.0,0.12428708133971293,0.14528197767145137,0.0472280701754386,68.0,627.0,,,,,,0.09033509234828495,0.13862137203166225,0.03673087071240106,26,379
20,S03E05,5.0,3.0,0.08338472270666203,0.12349487268922216,0.06429229159400067,226,2867,0.08749478672985785,0.2780521327014218,0.04980947867298579,74,1055,0.06535839598997495,-6.516290726817438e-05,0.06164411027568923,37.0,399.0,0.09603908794788274,0.019797719869706847,0.04690879478827362,33.0,307.0,0.03565769230769231,-0.14938153846153845,0.10819230769230767,26.0,260.0,,,,,,0.09683687943262412,0.11052257683215128,0.07641843971631207,56,846
21,S03E06,6.0,3.0,0.086435262629642,0.08720578788892609,0.0655951823352292,281,2989,0.10851808406647119,0.13469745845552297,0.07921700879765398,73,1023,0.08887630208333336,0.18821653645833336,0.05428645833333332,65.0,768.0,0.03479802955665025,-0.09220049261083743,0.057465517241379306,51.0,406.0,0.07630550918196993,0.011855592654424039,0.05572954924874792,59.0,599.0,,,,,,0.0997357512953368,0.04478860103626943,0.08611398963730571,33,193
22,S03E07,7.0,3.0,0.12055654430849094,0.11064134223210975,0.058739340007415645,343,2697,0.13519335705812577,0.14305717674970345,0.06960260972716488,92,843,0.09585567010309279,0.09296804123711339,0.04618556701030928,77.0,679.0,0.07439669421487603,0.05922190082644631,0.06078925619834711,30.0,242.0,0.09323012552301255,0.017213179916318,0.06493305439330545,80.0,478.0,,,,,,0.18355824175824176,0.2024562637362637,0.04974945054945055,64,455
23,S03E08,8.0,3.0,0.08904038004750596,0.07959144893111636,0.044203936206311495,316,2947,0.08558840579710146,0.012512657004830875,0.051919806763285024,107,1035,0.09154739336492894,0.11296552132701417,0.04824763033175354,99.0,844.0,0.06230371900826447,0.03683657024793388,0.043960743801652886,45.0,484.0,0.1312105263157895,0.22588875598086128,0.026363636363636363,49.0,418.0,,,,,,0.0695843373493976,0.0844102409638554,0.02116867469879518,16,166
24,S03E09,9.0,3.0,0.14435859318346625,0.15447926033357504,0.06615264684554024,264,2758,0.16936842105263156,0.19738708133971286,0.06871052631578947,47,418,0.13847980997624704,0.19095890736342047,0.05568408551068883,69.0,842.0,0.15531363636363632,0.12702090909090907,0.060440909090909094,35.0,440.0,0.15173867595818813,0.12422857142857142,0.06525435540069686,41.0,287.0,,,,,,0.1282204928664073,0.11830843060959796,0.07979247730220493,72,771
25,S03E10,10.0,3.0,0.11896319628647223,0.09885381299734744,0.0658315649867374,331,3016,0.14286448087431694,0.09234688524590166,0.07432786885245903,121,915,0.11220986238532109,0.07595997706422017,0.09066628440366972,76.0,872.0,0.09468452380952382,0.17908333333333332,0.044101190476190474,14.0,168.0,0.12658116883116885,0.006433116883116871,0.0654512987012987,34.0,308.0,,,,,,0.10004116865869854,0.15317556440903057,0.03175166002656042,86,753
26,S03E11,11.0,3.0,0.10005119760479042,0.05718679640718558,0.06747485029940119,317,3340,0.10207037037037037,0.05619787037037039,0.05476481481481483,113,1080,0.07158760107816711,-0.14475202156334233,0.09700808625336926,40.0,371.0,0.08434244080145721,-0.02346174863387976,0.055562841530054655,50.0,549.0,0.12981592689295038,0.26710130548302874,0.08421148825065274,59.0,766.0,,,,,,0.08995296167247387,-0.013424912891986069,0.0613588850174216,55,574
27,S03E12,12.0,3.0,0.09487766137208516,0.06965947955390331,0.05746130449476175,282,2959,0.10402654867256639,0.09474729596853491,0.058264503441494586,90,1017,0.09980043620501637,0.020721592148309716,0.050616139585605235,86.0,917.0,0.09798170731707316,0.1086579268292683,0.06315243902439024,8.0,164.0,0.0745069306930693,0.013371683168316835,0.06517029702970298,60.0,505.0,,,,,,0.08352808988764045,0.18592724719101125,0.05924157303370786,38,356
28,S03E13,13.0,3.0,0.10694366831906264,0.14903560162235235,0.0813623253717891,180,2219,0.10359312320916907,0.10695587392550142,0.07302292263610315,33,349,0.0836019417475728,-0.17282854368932038,0.12699805825242722,41.0,515.0,0.11369506726457398,0.08023766816143497,0.06752914798206278,16.0,223.0,0.1439590163934426,0.01633934426229508,0.13461475409836063,24.0,122.0,,,,,,0.11404158415841581,0.35891356435643545,0.05759603960396039,66,1010
29,S03E14,14.0,3.0,0.11932794376098423,0.12974555360281204,0.07311107205623901,288,2845,0.13447750865051902,0.15744775086505192,0.07978431372549019,79,867,0.125689448441247,0.17553417266187046,0.07578776978417266,75.0,834.0,0.11452592592592593,0.22560148148148151,0.026366666666666667,27.0,270.0,0.128969696969697,0.12421649831649831,0.05977441077441077,36.0,297.0,,,,,,0.0846533795493934,-0.020071577123050258,0.08795320623916812,71,577
30,S03E15,15.0,3.0,0.09985909245991127,0.06964148754691232,0.0719225520300239,331,2931,0.10441544477028351,0.0534644183773216,0.08013587487781036,111,1023,0.11405805243445691,0.16371685393258434,0.07089325842696631,55.0,534.0,0.11427114967462039,0.14042147505422992,0.029275488069414317,46.0,461.0,0.05875221238938054,0.025273893805309734,0.06368141592920354,26.0,226.0,0.11014197530864198,-0.026898148148148154,0.12603703703703706,24.0,162.0,0.07840571428571429,-0.007787428571428576,0.08126285714285715,69,525
31,S03E16,16.0,3.0,0.1332131661442006,0.08952960640891673,0.09007767328456985,300,2871,0.15081891891891894,0.14100108108108111,0.06412297297297298,99,740,0.1492327698309493,0.11267724317295193,0.09562158647594277,69.0,769.0,0.09021548821548822,0.12266936026936028,0.10009090909090908,16.0,297.0,0.12834380165289255,0.054961487603305784,0.08419834710743801,80.0,605.0,,,,,,0.11227608695652175,-0.00790130434782612,0.12383043478260866,36,460
32,S03E17,17.0,3.0,0.09442254934760791,0.08562796922047505,0.055653395784543314,301,2989,0.09002943722943722,0.05156891774891776,0.050908225108225104,114,1155,0.0753796653796654,-0.021725225225225228,0.06233204633204632,63.0,777.0,0.10823291139240507,0.3006622784810127,0.04827848101265824,35.0,395.0,0.08822857142857145,0.013216428571428565,0.0904642857142857,44.0,280.0,0.08689473684210527,0.20997894736842102,0.06674736842105262,10.0,95.0,0.15318466898954702,0.24686480836236935,0.029184668989547035,35,287
33,S03E18,18.0,3.0,0.1518569085690857,0.16867191471914716,0.06392291922919228,229,2439,0.1701354166666666,0.3361407986111111,0.0554375,53,576,0.1655311475409836,0.20040245901639342,0.0799590163934426,44.0,610.0,0.16475627240143367,0.23207777777777774,0.06168817204301075,32.0,279.0,0.16808333333333333,0.07586250000000001,0.06964015151515152,34.0,264.0,0.09832812499999999,-0.061564062499999975,0.04096875,8.0,64.0,0.11574767801857584,0.022741331269349848,0.05724922600619196,58,646
34,S03E19,19.0,3.0,0.09693679622230297,0.025997638939338888,0.07169269887395571,271,2753,0.07663754045307444,0.10381877022653721,0.07771035598705503,68,618,0.1038964781216649,0.002939274279615796,0.07382390608324439,84.0,937.0,0.09194808743169398,-0.041481420765027324,0.0913415300546448,30.0,366.0,0.09274117647058824,0.018039411764705863,0.06855882352941177,31.0,170.0,,,,,,0.10987160120845921,0.025336706948640483,0.053,58,662
35,S03E20,20.0,3.0,0.13218977350720656,0.06344615648592992,0.08028448867536035,308,2914,0.12488088642659279,0.05627091412742384,0.07939889196675902,107,1083,0.15760671936758894,0.16121837944664036,0.08577470355731225,58.0,506.0,0.11249236641221373,0.010410687022900746,0.058015267175572524,28.0,262.0,0.13690787716955943,0.07285767690253671,0.08095460614152204,77.0,749.0,,,,,,0.12162101910828023,-0.04755987261146499,0.09147452229299363,38,314
36,S03E21,21.0,3.0,0.13586225728155343,0.142673088592233,0.058260922330097074,303,3296,0.14056354916067143,0.04828501199040768,0.07232853717026379,65,834,0.10565674255691769,0.09875621716287215,0.02925919439579685,55.0,571.0,0.18496369636963694,0.2491125412541254,0.04957095709570957,32.0,303.0,0.13177412731006158,0.07730841889117043,0.063652977412731,54.0,487.0,,,,,,0.13626158038147138,0.23656739327883738,0.06265213442325158,97,1101
37,S03E22,22.0,3.0,0.11503159600324067,0.08995055360518489,0.07611018093437753,397,3703,0.10971232876712327,0.09779383561643835,0.04842294520547945,85,584,0.1134421965317919,0.09439306358381505,0.0781965317919075,96.0,1038.0,0.17572234273318874,0.03990238611713666,0.10637527114967463,58.0,461.0,0.10273237597911229,0.14188903394255875,0.08335770234986944,63.0,766.0,0.13526,0.019692000000000008,0.0772,10.0,50.0,0.09660820895522389,0.06210037313432834,0.06920149253731345,85,804
38,S03E23,23.0,3.0,0.0822461038961039,0.021936006493506476,0.0645288961038961,295,3080,0.05748800000000001,-0.08091199999999998,0.07169333333333335,84,750,0.08429862475442042,0.06897347740667974,0.061662082514734776,62.0,509.0,0.1274406779661017,0.20256394453004622,0.06950693374422189,56.0,649.0,0.09995437262357415,0.14195437262357413,0.05471102661596958,33.0,263.0,0.11295180722891567,-0.1813542168674699,0.06881927710843375,10.0,83.0,0.05922760290556901,-0.07337312348668278,0.05857384987893462,50,826
39,S04E01,1.0,4.0,0.15255187713310586,0.2170377133105802,0.05183071672354951,289,2930,0.12951886792452835,0.22648150943396228,0.025975471698113206,62,530,0.12982352941176467,0.22945067079463363,0.0344437564499484,79.0,969.0,0.21076244343891404,0.4163884615384614,0.03654524886877828,38.0,442.0,,,,,,,,,,,0.16114863498483312,0.11072184024266934,0.08955308392315467,110,989
40,S04E02,2.0,4.0,0.12246482309882069,0.057218747458316364,0.09135908906059376,266,2459,0.10173768308921438,-0.03592623169107857,0.0896151797603196,90,751,0.10011346444780635,0.06353101361573373,0.08372163388804843,83.0,661.0,0.18980232558139537,0.12410930232558134,0.09952325581395348,34.0,430.0,,,,,,,,,,,0.12470988654781201,0.11721312803889788,0.09597406807131281,59,617
41,S04E03,3.0,4.0,0.11243984160828513,0.16887621078282064,0.051632043862321036,360,3283,0.11718390804597699,0.16731084770114932,0.05049209770114943,151,1392,0.10001385927505331,0.13981215351812368,0.047094882729211085,100.0,938.0,0.09936263736263734,0.13842664835164836,0.09886263736263735,38.0,364.0,0.17760000000000004,0.16392,0.0,3.0,10.0,0.11078625954198473,0.24132442748091593,0.02187022900763359,25.0,262.0,0.14270347003154574,0.23699242902208195,0.042056782334384854,43,317
42,S04E04,4.0,4.0,0.11770314426633793,0.10104044389642419,0.06620345252774351,351,3244,0.11423940677966102,0.13364491525423727,0.060324152542372875,110,944,0.11695460992907804,0.14539290780141845,0.04433191489361702,81.0,705.0,0.06526239067055394,0.040690087463556845,0.07902915451895044,60.0,343.0,0.11555555555555556,0.1973111111111111,0.0,3.0,18.0,0.14401065246338215,0.04479640479360849,0.09526231691078563,53.0,751.0,0.12198136645962734,0.09930020703933748,0.05779503105590062,44,483
43,S04E05,5.0,4.0,0.11676462155963305,0.11699234518348624,0.06467689220183485,362,3488,0.09288942891859055,0.06342466585662211,0.07657108140947752,91,823,0.12983478260869566,0.07134753623188404,0.05452463768115942,36.0,345.0,0.11719565217391306,0.12633913043478262,0.04613768115942029,36.0,414.0,0.13064961636828643,0.09154987212276215,0.10197953964194374,45.0,391.0,0.11085334555453712,0.10439560036663612,0.06352337305224563,110.0,1091.0,0.15445754716981133,0.3048582547169812,0.03652122641509434,44,424
44,S04E06,6.0,4.0,0.1320535362073824,0.054668836291913186,0.06514933784164556,345,3549,0.10403409090909091,-0.10168522727272726,0.07008522727272727,72,880,0.16863770053475938,0.24907887700534762,0.07539839572192514,51.0,748.0,0.22332525252525254,0.2865468686868687,0.04698383838383838,47.0,495.0,0.17922500000000002,0.2369679166666666,0.06756666666666668,29.0,240.0,0.07926208178438662,-0.04066802973977694,0.08422676579925649,74.0,538.0,0.08451234567901234,-0.12290416666666663,0.043757716049382715,72,648
45,S04E07,7.0,4.0,0.1198741816111586,0.10786971249644178,0.07532422430970678,363,3513,0.12978909090909088,0.099401,0.08648,100,1100,0.10700849858356938,0.08733725212464594,0.07319830028328611,68.0,706.0,0.11120624999999999,0.30770687499999994,0.032043749999999996,24.0,320.0,0.09282848837209301,0.007529069767441871,0.06802906976744186,46.0,344.0,0.09214507772020725,0.09603316062176166,0.048269430051813465,27.0,193.0,0.13823411764705884,0.10394647058823528,0.08804235294117647,98,850
46,S04E08,8.0,4.0,0.10731370632787693,0.219593574395309,0.054354752015636464,338,4093,0.09512711864406781,0.21134276401564545,0.06300782268578879,102,1534,0.12342214912280701,0.1753755482456141,0.04691008771929824,88.0,912.0,0.16718028169014085,0.4032842253521127,0.02983943661971831,27.0,355.0,0.09267575757575756,0.09649999999999999,0.08359393939393939,27.0,330.0,0.11050387596899226,0.43754457364341093,0.051034883720930235,19.0,258.0,0.08850426136363636,0.18005227272727273,0.04501704545454545,75,704
